STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARM,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2018,0.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Armenia,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AZE,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2018,0.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Azerbaijan,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LAO,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2018,4.22,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Lao PDR,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBR,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2018,331.58,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Liberia,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDG,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2018,71.86,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Madagascar,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MWI,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2018,270.95,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Malawi,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GHA,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2017,226.19,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Ghana,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GTM,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2017,0.39,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Guatemala,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GIN,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2017,358.48,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Guinea,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GNB,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2017,70.21,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Guinea-Bissau,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GUY,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2017,32.75,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Guyana,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HTI,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2017,3.43,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Haiti,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HND,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2017,0.2,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Honduras,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARM,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2020,0.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Armenia,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AZE,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2020,0.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Azerbaijan,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGD,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2020,0.42,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Bangladesh,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LMY,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2005,75.92682244748123,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Low & middle income,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LIC,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2005,271.29775002958553,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Low income,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LMC,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2005,75.13562335884684,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Lower middle income,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEA,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2005,6.913385887192486,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan","Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNA,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2005,7.004243445129963,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TMN,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2005,7.004243445129963,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MIC,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2005,52.436702951760424,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Middle income,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRE,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2005,322.87882886732945,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Pre-demographic dividend,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SAS,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2005,21.964641128190927,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,South Asia,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MWI,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2012,354.96,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Malawi,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MYS,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2012,3.09,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Malaysia,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MLI,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2012,424.29,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Mali,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MRT,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2012,24.34,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Mauritania,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEX,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2012,0.34,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Mexico,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TZA,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2012,121.45,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Tanzania,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,THA,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2012,3.56,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Thailand,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TLS,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2012,6.8,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Timor-Leste,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TGO,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2012,336.21,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Togo,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUR,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2012,0.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Türkiye,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TKM,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2012,0.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Turkmenistan,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UGA,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2012,349.79,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Uganda,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PHL,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2012,0.33,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Philippines,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RWA,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2012,59.69,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Rwanda,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,STP,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2012,66.25,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,São Tomé and Príncipe,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRA,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2019,4.24,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Brazil,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BFA,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2019,356.49,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Burkina Faso,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BDI,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2019,345.28,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Burundi,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CPV,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2019,0.0,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Cabo Verde,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KHM,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2019,3.08,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Cambodia,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CMR,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2019,243.44,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Cameroon,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CAF,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2019,383.29,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Central African Republic,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MMR,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2004,34.4,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Myanmar,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NAM,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2004,68.43,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Namibia,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NPL,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2004,4.6,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Nepal,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NIC,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2004,1.88,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Nicaragua,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NER,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2004,302.78,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Niger,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NGA,WB_WDI_SH_MLR_INCD_P3,_T,_T,_T,10P3PS_RK,_Z,_Z,_Z,2004,390.12,_Z,COUNT,2,WB_WDI,P1Y,0,A,PU,Annual,Nigeria,"Incidence of malaria (per 1,000 population at risk)",Total,All age ranges or no breakdown by age,Total,Per 1 000 persons at risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Count (Integer),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
